noteId,raterParticipantId,createdAtMillis,version,agree,disagree,helpful,notHelpful,helpfulnessLevel,helpfulOther,helpfulInformative,helpfulClear,helpfulEmpathetic,helpfulGoodSources,helpfulUniqueContext,helpfulAddressesClaim,helpfulImportantContext,helpfulUnbiasedLanguage,notHelpfulOther,notHelpfulIncorrect,notHelpfulSourcesMissingOrUnreliable,notHelpfulOpinionSpeculationOrBias,notHelpfulMissingKeyPoints,notHelpfulOutdated,notHelpfulHardToUnderstand,notHelpfulArgumentativeOrBiased,notHelpfulOffTopic,notHelpfulSpamHarassmentOrAbuse,notHelpfulIrrelevantSources,notHelpfulOpinionSpeculation,notHelpfulNoteNotNeeded,ratedOnTweetId
1853941693298467041,ACC4E1F15746348223E56E9113035EE5AC14F06882815BCE9032FA4FCE2A6811,1730850660983,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1853815506525921760
1853663134059581924,B34BD16B98D59482F140735FAD9F49A044F6BC2DED80F99E9C94BBCFE5253A64,1730784877039,2,0,0,0,0,HELPFUL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1853661455213834661
1853670676487663751,B34BD16B98D59482F140735FAD9F49A044F6BC2DED80F99E9C94BBCFE5253A64,1730784868913,2,0,0,0,0,HELPFUL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1853661455213834661
1853614301506056244,F8309D5CCCDD3B80F7046CBF1C83109E9391C8C3915321BB6B2E11E01F47942A,1730795190291,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1853291079464042968
1853732773900546543,F8309D5CCCDD3B80F7046CBF1C83109E9391C8C3915321BB6B2E11E01F47942A,1730807992002,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1853408146695319598
1853749648617332792,F8309D5CCCDD3B80F7046CBF1C83109E9391C8C3915321BB6B2E11E01F47942A,1730807997635,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1853408146695319598
1853801895758049296,101837C3C5E8F51066AB7EB83DCB1A1F0F5D7CD4740E88F3998C0328A3435067,1730834568577,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1853562332351230286
1853872106045309097,101837C3C5E8F51066AB7EB83DCB1A1F0F5D7CD4740E88F3998C0328A3435067,1730834450134,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1853602774807629989
1853535626798502086,CA0F20CEF428C09BD88F9D975206977C60D8721F74485250BA9BC3685EDB787C,1730828917932,2,0,0,0,0,HELPFUL,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1853174663066820908
1853637997389877647,C4B79F7ABA557FC301EEC1EE6247A930FBC869CE692320291185BE714746D6F6,1730790461633,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1853620840228651481
1853683312771928069,C4B79F7ABA557FC301EEC1EE6247A930FBC869CE692320291185BE714746D6F6,1730796753156,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1853588967783854088
1853466207942308137,3C9D506BFBC991C5C7E3B2EB59BB6B23827F1ECEEC1120E4F96461EBD679AC68,1730798917485,2,0,0,0,0,HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1853385589141143859
1822047317706293279,BB4AA9F9EC0B760DE3F6D2EDCE6EF222ED483303835BC554EFB51EB4B3BC252F,1730852490104,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1822021699878989999
1822070451453227271,BB4AA9F9EC0B760DE3F6D2EDCE6EF222ED483303835BC554EFB51EB4B3BC252F,1730852503457,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1822021699878989999
1822073336962412953,BB4AA9F9EC0B760DE3F6D2EDCE6EF222ED483303835BC554EFB51EB4B3BC252F,1730852405517,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1822021699878989999
1822207028573466879,BB4AA9F9EC0B760DE3F6D2EDCE6EF222ED483303835BC554EFB51EB4B3BC252F,1730852466238,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1822021699878989999
1822225619414884679,BB4AA9F9EC0B760DE3F6D2EDCE6EF222ED483303835BC554EFB51EB4B3BC252F,1730852517311,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1822021699878989999
1822279715064869116,BB4AA9F9EC0B760DE3F6D2EDCE6EF222ED483303835BC554EFB51EB4B3BC252F,1730852431164,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1822021699878989999
1853629007092195606,BB4AA9F9EC0B760DE3F6D2EDCE6EF222ED483303835BC554EFB51EB4B3BC252F,1730852396563,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1822021699878989999
1853858643361341758,BB4AA9F9EC0B760DE3F6D2EDCE6EF222ED483303835BC554EFB51EB4B3BC252F,1730852345965,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1853847172309209357
1853885077706408377,BB4AA9F9EC0B760DE3F6D2EDCE6EF222ED483303835BC554EFB51EB4B3BC252F,1730852254973,2,0,0,0,0,HELPFUL,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1853847172309209357
1853921878118908376,BB4AA9F9EC0B760DE3F6D2EDCE6EF222ED483303835BC554EFB51EB4B3BC252F,1730852239057,2,0,0,0,0,HELPFUL,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1853847172309209357
1853929798772371499,BB4AA9F9EC0B760DE3F6D2EDCE6EF222ED483303835BC554EFB51EB4B3BC252F,1730852332833,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1853847172309209357
1853615909790777604,18D59F770D2C8D94A17FC0433A4904C2B7724AC6118F7D4488E3279BBAA68261,1730849606724,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1853591582424916370
1853616226448101459,18D59F770D2C8D94A17FC0433A4904C2B7724AC6118F7D4488E3279BBAA68261,1730849577736,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1853591582424916370
1853622583674978512,18D59F770D2C8D94A17FC0433A4904C2B7724AC6118F7D4488E3279BBAA68261,1730849628288,2,0,0,0,0,HELPFUL,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1853591582424916370
1853652074053193970,18D59F770D2C8D94A17FC0433A4904C2B7724AC6118F7D4488E3279BBAA68261,1730849572719,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1853591582424916370
1853664870140698752,18D59F770D2C8D94A17FC0433A4904C2B7724AC6118F7D4488E3279BBAA68261,1730849618207,2,0,0,0,0,HELPFUL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1853591582424916370
1853844004149870948,18D59F770D2C8D94A17FC0433A4904C2B7724AC6118F7D4488E3279BBAA68261,1730841543980,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1853625288615157993
1853851549333618983,18D59F770D2C8D94A17FC0433A4904C2B7724AC6118F7D4488E3279BBAA68261,1730841589012,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1853625288615157993
1853865985192944122,18D59F770D2C8D94A17FC0433A4904C2B7724AC6118F7D4488E3279BBAA68261,1730841551932,2,0,0,0,0,HELPFUL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1853625288615157993
1809251193639571882,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730788457769,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1800526852752101671
1824434535905341612,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730788112186,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1816892168679628991
1825192068991598928,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730788144962,2,0,0,0,0,HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1816892168679628991
1827213205669867936,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730788290670,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1823713027885343059
1828554995912077456,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730788090641,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1816892168679628991
1839395865880117716,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730788466020,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1800526852752101671
1851846131677880799,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730788276083,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1823713027885343059
1852025694206787913,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730788269098,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1823713027885343059
1852996663704428806,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730784572939,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1852951337979306409
1852999462039199804,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730784592478,2,0,0,0,0,HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1852951337979306409
1853037841497882776,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730784560278,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1852951337979306409
1853061107348328474,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730784590646,2,0,0,0,0,HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1852951337979306409
1853139226768134373,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730784588344,2,0,0,0,0,HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1852951337979306409
1853150702610379150,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730785676721,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1853095735333421216
1853205002040344725,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730784238921,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1853179757959041152
1853206979113521636,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730784585380,2,0,0,0,0,HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1852951337979306409
1853208341587398871,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730784249165,2,0,0,0,0,HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1853179757959041152
1853219561732178279,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730783888760,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1853217640032223660
1853220624732164299,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730783912437,2,0,0,0,0,HELPFUL,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1853217640032223660
1853221756477071852,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730783905355,2,0,0,0,0,HELPFUL,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1853217640032223660
1853233868532236782,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730785883424,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1853225631472857575
1853234653521702924,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730784233048,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1853179757959041152
1853235448094552545,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730784245602,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1853179757959041152
1853235811099070574,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730785688999,2,0,0,0,0,HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1853095735333421216
1853238259490660457,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730785684292,2,0,0,0,0,HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1853095735333421216
1853269271583113683,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730784637807,2,0,0,0,0,HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1853179172870320489
1853302947699982559,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730788208558,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1852018322163777834
1853351029838082385,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730783821563,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1853158045951643956
1853354572108243334,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730783896999,2,0,0,0,0,HELPFUL,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1853217640032223660
1853376786488570073,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730783839944,2,0,0,0,0,HELPFUL,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1853158045951643956
1853458919592481045,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730785926705,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1853449166250201190
1853459043639349588,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730785921342,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1853449166250201190
1853497476671832339,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730785940078,2,0,0,0,0,HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1853449166250201190
1853498012347269396,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730785934557,2,0,0,0,0,HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1853449166250201190
1853498262428266904,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730785929809,2,0,0,0,0,HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1853449166250201190
1853520183966806255,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730784726730,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1853421131946160134
1853521726308745231,A13CE079D634396E4DC238EE5DF011A24DF302C4B48ECD2E421883C66B918A45,1730784479320,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1853441489478500645
